title,description,artist,culture,country,teaserText,url,image,regularImage,largeImage,period,date,medium,general medium,accessionNumber,galleryInformation
Dog Cart # 3169,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1875<br/>Accession Number: 23.112.539",/art/collection/search/378614?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=227,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881258.jpg,dp/web-additional/DP881258.jpg,dp/web-large/DP881258.jpg,1875,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.539,Not on view
Dog Cart # 3754,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1882<br/>Accession Number: 23.112.584",/art/collection/search/378659?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=228,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881381.jpg,dp/web-additional/DP881381.jpg,dp/web-large/DP881381.jpg,1882,19th century,"Pen and black ink, watercolor and gouache, with gum arabic",Pen and black ink,23.112.584,Not on view
Dog Cart (Phaeton) #470,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1648",/art/collection/search/379715?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=229,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877091.jpg,dp/web-additional/DP877091.jpg,dp/web-large/DP877091.jpg,1850-70,19th century,"pen and black ink, watercolor and gouache",pen and black ink,231.121.648,Not on view
The Dog Cart from Turn Cards (N354b) issued by Consolidated Cigarette Company to promote Consols and Paxi brand cigarettes,Consolidated Cigarette Company,Consolidated Cigarette Company,,unknown,"Consolidated Cigarette CompanyDate: ca.1894<br/>Accession Number: Burdick 224, N354.26",/art/collection/search/894342?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=230,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca.1894,19th century,Commercial color lithograph,Commercial color lithograph,"Burdick 224, N354.26",Not on view
Dog Cart Phaeton #138,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1637",/art/collection/search/379704?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=231,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877079.jpg,dp/web-additional/DP877079.jpg,dp/web-large/DP877079.jpg,1850-70,19th century,"Watercolor, graphite and ink",Watercolor,231.121.637,Not on view
Dog Cart Phaeton # 243,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1641",/art/collection/search/379708?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=232,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877083.jpg,dp/web-additional/DP877083.jpg,dp/web-large/DP877083.jpg,1850-70,19th century,Pen and black ink,Pen and black ink,231.121.641,Not on view
Dog Cart Phaeton # 362,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: ca. 1865<br/>Accession Number: 23.112.1964",/art/collection/search/380033?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=233,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877276.jpg,dp/web-additional/DP877276.jpg,dp/web-large/DP877276.jpg,ca. 1865,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,231.121.964,Not on view
Dog Cart Phaeton #139,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1638",/art/collection/search/379705?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=234,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877080.jpg,dp/web-additional/DP877080.jpg,dp/web-large/DP877080.jpg,1850-70,19th century,"Pen and black ink, watercolor and gouache with gum arabic and metallic ink",Pen and black ink,231.121.638,Not on view
Dog Cart Phaeton #140,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1639",/art/collection/search/379706?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=235,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877081.jpg,dp/web-additional/DP877081.jpg,dp/web-large/DP877081.jpg,1850-70,19th century,"Pen and black ink, watercolor and gouache with gum arabic.",Pen and black ink,231.121.639,Not on view
Dog Cart Phaeton #180,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1640",/art/collection/search/379707?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=236,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877082.jpg,dp/web-additional/DP877082.jpg,dp/web-large/DP877082.jpg,1850-70,19th century,Pen and black ink,Pen and black ink,231.121.640,Not on view
Dog Cart Phaeton #351,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1643",/art/collection/search/379710?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=237,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877084.jpg,dp/web-additional/DP877084.jpg,dp/web-large/DP877084.jpg,1850-70,19th century,"pen and black ink, watercolor and gouache.",pen and black ink,231.121.643,Not on view
Dog Cart Phaeton #358,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1644",/art/collection/search/379711?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=238,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877086.jpg,dp/web-additional/DP877086.jpg,dp/web-large/DP877086.jpg,1850-70,19th century,"graphite, pen and black ink,watercolor and gouache",graphite,231.121.644,Not on view
Dog Cart Phaeton #361,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: ca. 1865<br/>Accession Number: 23.112.1963",/art/collection/search/380032?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=239,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877277.jpg,dp/web-additional/DP877277.jpg,dp/web-large/DP877277.jpg,ca. 1865,19th century,"pen and black ink, watercolor and gouache",pen and black ink,231.121.963,Not on view
Dog Cart Phaeton #374,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1645",/art/collection/search/379712?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=240,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877088.jpg,dp/web-additional/DP877088.jpg,dp/web-large/DP877088.jpg,1850-70,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,231.121.645,Not on view
Dog Cart Phaeton #435,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1647",/art/collection/search/379714?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=241,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877090.jpg,dp/web-additional/DP877090.jpg,dp/web-large/DP877090.jpg,1850-70,19th century,"Pen and black ink, watercolor, metallic ink and gouache with gum arabic",Pen and black ink,231.121.647,Not on view
Dog Cart Phaeton #600,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1650",/art/collection/search/379717?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=242,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877096.jpg,dp/web-additional/DP877096.jpg,dp/web-large/DP877096.jpg,1850-70,19th century,"Pen and black ink, watercolor and gouache.",Pen and black ink,231.121.650,Not on view
Dog Cart Phaeton #627,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1652",/art/collection/search/379719?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=243,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877098.jpg,dp/web-additional/DP877098.jpg,dp/web-large/DP877098.jpg,1850-70,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,231.121.652,Not on view
Dog Cart Phaeton/Four Wheel Tandem Cart # 4118,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1891<br/>Accession Number: 23.112.629",/art/collection/search/378704?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=244,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP880975.jpg,dp/web-additional/DP880975.jpg,dp/web-large/DP880975.jpg,1891,19th century,"Pen and black ink, watercolor and gouache with gum arabic",Pen and black ink,23.112.629,Not on view
Dog Cart Phateon #621,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1850-70<br/>Accession Number: 23.112.1651",/art/collection/search/379718?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=245,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877102.jpg,dp/web-additional/DP877102.jpg,dp/web-large/DP877102.jpg,1850-70,19th century,"Pen and black ink, watercolor and gouache",Pen and black ink,231.121.651,Not on view
"Dog Cart, from the Vehicles of the World series (N90) issued by Goodwin &amp; Company to promote their Dogs Head and Old Judge cigarette brands",Issued by Goodwin &amp; Company,Goodwin & Company,,unknown,Issued by Goodwin &amp; CompanyDate: 1888<br/>Accession Number: 63.350.204.90.20,/art/collection/search/426166?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=246,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1888,19th century,Commercial color lithograph,Commercial color lithograph,63.350.204.90.20,Not on view
Dog Cart/Shifting Seat Phaeton #3641,"Brewster &amp; Co. (American, New York)",Brewster & Co.,,unknown,"Brewster &amp; Co. (American, New York) Date: 1880<br/>Accession Number: 23.112.572",/art/collection/search/378647?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=247,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP882278.jpg,dp/web-additional/DP882278.jpg,dp/web-large/DP882278.jpg,1880,19th century,"Pen and black ink, waterclor and gouache with gum arabic",Pen and black ink,23.112.572,Not on view
Dog Chasers (HundefÃ¤ngerin),"Ernst Barlach (German, Wedel 1870-1938 Rostock)",Ernst Barlach,,unknown,"Ernst Barlach (German, Wedel 1870-1938 Rostock) Date: 1919<br/>Accession Number: 65.697.9",/art/collection/search/369883?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=248,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP821863.jpg,dp/web-additional/DP821863.jpg,dp/web-large/DP821863.jpg,1919,20th century,Woodcut,Woodcut,65.697.9,Not on view
Dog chasing a rabbit in a landscape with dacha and hut,Alexander Vershinin (active 1795-1822),Alexander Vershinin,"Russian, Nikolskoye Pestrovka",Russia,Alexander Vershinin (active 1795-1822) Date: ca. 1800-1810<br/>Accession Number: 27.185.281,/art/collection/search/196031?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=249,https://images.metmuseum.org/CRDImages/es/mobile-large/ES5169.jpg,es/web-additional/ES5169.jpg,es/web-large/ES5169.jpg,ca. 1800-1810,19th century,"Glass, enamel; moss, straw, paper, sand, stone, clay and mica","Glass, enamel; moss, straw",27.185.281,Not on view
Dog Circle,"Gabriel Orozco (Mexican, born Jalapa Enriquez, 1962)",Gabriel Orozco,,unknown,"Gabriel Orozco (Mexican, born Jalapa Enriquez, 1962) Date: 1995<br/>Accession Number: 2004.310",/art/collection/search/285451?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=250,https://images.metmuseum.org/CRDImages/ph/mobile-large/DP143689.jpg,ph/web-additional/DP143689.jpg,ph/web-large/DP143689.jpg,1995,20th century,Silver dye bleach print,Silver dye bleach print,2.004.310,Not on view
The Dog Drinking From a Stream,"Etched by Anthonie Waterloo (Dutch, Lille 1609-1690 Utrecht)",Anthonie Waterloo,,unknown,"Etched by Anthonie Waterloo (Dutch, Lille 1609-1690 Utrecht) Date: 17th century<br/>Accession Number: 2005.377.43",/art/collection/search/370163?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=251,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP876314.jpg,dp/web-additional/DP876314.jpg,dp/web-large/DP876314.jpg,17th century,17th century,Etching; first state (trial proof) of three,Etching,2005.377.43,Not on view
Dog Duet,"William Wegman (American, born 1943)",William Wegman,,unknown,"William Wegman (American, born 1943) Date: 1975-76<br/>Accession Number: 2017.210.121",/art/collection/search/748732?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=252,https://images.metmuseum.org/CRDImages/ph/mobile-large/LC-Reel6_04_DogDuet.jpg,ph/web-additional/LC-Reel6_04_DogDuet.jpg,ph/web-large/LC-Reel6_04_DogDuet.jpg,1975-76,20th century,"Single-channel digital video, transferred from Panasonic 1/2-inch video tape, black-and-white, sound, 2 min., 29 sec.",Video,2.017.210.121,Not on view
Dog Eating an Apple,"Georg Baselitz (German, born Deutschbaselitz, Saxony, 1938)",Georg Baselitz,,unknown,"Georg Baselitz (German, born Deutschbaselitz, Saxony, 1938) Date: 1981<br/>Accession Number: 1987.457",/art/collection/search/490669?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=253,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1981,20th century,Linocut,Linocut,1.987.457,Not on view
A Dog Fight,"Thomas Rowlandson (British, London 1757-1827 London)",Thomas Rowlandson,,unknown,"Thomas Rowlandson (British, London 1757-1827 London) Date: May 1, 1811<br/>Accession Number: 59.533.1206",/art/collection/search/788030?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=254,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP883736.jpg,dp/web-additional/DP883736.jpg,dp/web-large/DP883736.jpg,"May 1, 1811",19th century,Hand-colored etching,Hand-colored etching,595.331.206,Not on view
Dog figure,,,,unknown,Date: n.d.a.<br/>Accession Number: 59.41.8,/art/collection/search/324838?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=255,https://images.metmuseum.org/CRDImages/an/mobile-large/DP-15621-007.jpg,an/web-additional/DP-15621-007.jpg,an/web-large/DP-15621-007.jpg,n.d.a.,unknown,Bronze,Bronze,59.41.8,Not on view
Dog Gone Heads or Tails (Dog-Matic),"Barbara Rossi (American, born Chicago 1940)",Barbara Rossi,,unknown,"Barbara Rossi (American, born Chicago 1940) Date: 1982<br/>Accession Number: 2022.134.2",/art/collection/search/861089?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=256,https://images.metmuseum.org/CRDImages/ma/mobile-large/IA-2022_134_2.jpg,ma/web-additional/IA-2022_134_2.jpg,ma/web-large/IA-2022_134_2.jpg,1982,20th century,Acrylic on Masonite panel in artistâ€™s frame,Acrylic,,
",2022.134.2,Not on view",,,,unknown,,,,,,,unknown,,,,
Dog Guarding Dead Game,"Jean-Baptiste Oudry (French, Paris 1686-1755 Beauvais)",Jean-Baptiste Oudry,,unknown,"Jean-Baptiste Oudry (French, Paris 1686-1755 Beauvais) Date: 1753<br/>Accession Number: 71.89",/art/collection/search/437234?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=257,https://images.metmuseum.org/CRDImages/ep/mobile-large/DP356140.jpg,ep/web-additional/DP356140.jpg,ep/web-large/DP356140.jpg,1753,18th century,Oil on canvas,Oil on canvas,71.89,Not on view
Dog in doghouse; cock singing at window,"J. J. Grandville (French, Nancy 1803-1847 Vanves)",J. J. Grandville,,unknown,"J. J. Grandville (French, Nancy 1803-1847 Vanves) Date: ca. 1842<br/>Accession Number: 60.627.13",/art/collection/search/812726?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=258,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP885149.jpg,dp/web-additional/DP885149.jpg,dp/web-large/DP885149.jpg,ca. 1842,19th century,Graphite,Graphite,60.627.13,Not on view
The Dog in the Manger,"Anonymous, British, 18th century","Anonymous, British, 18th century",,unknown,"Anonymous, British, 18th centuryDate: April 17, 1775<br/>Accession Number: 62.600.763",/art/collection/search/856196?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=259,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,"April 17, 1775",18th century,Mezzotint,Mezzotint,62.600.763,Not on view
"The Dog in the Manger (from John Ogilby, ""Aesopics or a Second Colllection of Fables,"" 1668)","Wenceslaus Hollar (Bohemian, Prague 1607-1677 London)",Wenceslaus Hollar,,unknown,"Wenceslaus Hollar (Bohemian, Prague 1607-1677 London) Date: 1666<br/>Accession Number: 62.635.399",/art/collection/search/361767?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=260,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP823160.jpg,dp/web-additional/DP823160.jpg,dp/web-large/DP823160.jpg,1666,17th century,Etching; first state of two,Etching,62.635.399,Not on view
Dog in the Meadow,"Leonard Baskin (American, New Brunswick, New Jersey 1922-2000 Northampton, Massachusetts)",Leonard Baskin,,unknown,"Leonard Baskin (American, New Brunswick, New Jersey 1922-2000 Northampton, Massachusetts) Date: 1966<br/>Accession Number: 2002.397.33",/art/collection/search/358526?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=261,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP875833.jpg,dp/web-additional/DP875833.jpg,dp/web-large/DP875833.jpg,1966,20th century,Etching,Etching,2002.397.33,Not on view
Dog kennel,"Claude I Sené (French, 1724-1792)",Claude I Sené,French,France,"Claude I Sené (French, 1724-1792) Date: ca. 1775-80<br/>Accession Number: 1971.206.18",/art/collection/search/205423?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=262,https://images.metmuseum.org/CRDImages/es/mobile-large/DT241800.jpg,es/web-additional/DT241800.jpg,es/web-large/DT241800.jpg,ca. 1775-80,18th century,Gilded beech and pine; silk and velvet,Gilded beech and pine,1971.206.18,On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDI4Mzc4LDQwLjc3OTMzNjcyQGxtQDY3ODgxNzUzNTMy' target='_blank'>Gallery 526</a>
The Dog Killer,"William P. Chappel (American, 1801-1878)",William P. Chappel,American,America,"William P. Chappel (American, 1801-1878) Date: 1870s<br/>Accession Number: 54.90.513",/art/collection/search/10447?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=263,https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-1427-033.jpg,ad/web-additional/DP-1427-033.jpg,ad/web-large/DP-1427-033.jpg,1870s,19th century,Oil on slate paper,Oil on slate paper,54.90.513,Not on view
"Dog Law (Blue), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.121",/art/collection/search/635289?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=264,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.121",Not on view
"Dog Law (Brown), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.117",/art/collection/search/635285?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=265,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.117",Not on view
"Dog Law (Brown), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.123",/art/collection/search/635291?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=266,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.123",Not on view
"Dog Law (Brown), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.118",/art/collection/search/635286?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=267,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.118",Not on view
"Dog Law (Green), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.122",/art/collection/search/635290?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=268,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.122",Not on view
"Dog Law (Green), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.125",/art/collection/search/635293?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=269,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.125",Not on view
"Dog Law (Green), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.120",/art/collection/search/635288?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=270,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.120",Not on view
"Dog Law (Purple), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.115",/art/collection/search/635283?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=271,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.115",Not on view
"Dog Law (Red), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.119",/art/collection/search/635287?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=272,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.119",Not on view
"Dog Law (Red), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.124",/art/collection/search/635292?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=273,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.124",Not on view
"Dog Law (Red), from the Movie Stars and Scenes series (R94)",Unknown (American) candy and gum manufacturer,Unknown,,unknown,"Unknown (American) candy and gum manufacturerDate: 1929<br/>Accession Number: Burdick 319, R94.116",/art/collection/search/635284?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=274,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1929,20th century,Photolithograph,Photolithograph,"Burdick 319, R94.116",Not on view
A Dog Looking to the Right,"Tobias Stimmer (Swiss, Schaffhausen 1539-1584 Strasbourg)",Tobias Stimmer,,unknown,"Tobias Stimmer (Swiss, Schaffhausen 1539-1584 Strasbourg) Date: 1564<br/>Accession Number: 2007.223.7",/art/collection/search/380380?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=275,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP803230.jpg,dp/web-additional/DP803230.jpg,dp/web-large/DP803230.jpg,1564,16th century,"Pen and gray ink, brush and black and gray wash",Pen and gray ink,2007.223.7,Not on view
"Dog Named Ebony Under Owner""s Chair, Tomb of Duaerneheh",Nina de Garis Davies (1881-1965),Nina de Garis Davies,,unknown,Nina de Garis Davies (1881-1965) Date: ca. 1479-1458 B.C.<br/>Accession Number: 39.4.1,/art/collection/search/544569?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=276,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,ca. 1479-1458 B.C.,15th century,Tempera on paper,Tempera on paper,39.4.1,Not on view
Dog On Ball from Circus Scenes (N268) issued by P. Lorillard Company to promote Sensation Cut Plug Tobacco,Issued by P. Lorillard Company (American),P. Lorillard Company,,unknown,"Issued by P. Lorillard Company (American) Date: 1880s<br/>Accession Number: Burdick 221, N268.1",/art/collection/search/892066?&searchField=Title&sortBy=Title&ft=dog&offset=200&rpp=100&amp;pos=277,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,1880s,19th century,Commercial color lithograph,Commercial color lithograph,"Burdick 221, N268.1",Not on view
